resort,observation_date,region,reach,question,treatment,transect,dist,plot_id,species_code,browse,percent_cover,datasheet_page,notes,scientific_name,common_name,vegetation_type,beaver_preference,x,percent_cover_num,circle_name,observation_date.only
132,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,TITR,no,1,p3_front,NA,Tiarella trifoliata,foam flower,NA,NA,NA,1,H020,2022-09-27
133,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,SARA,no,1,p3_front,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,1,H020,2022-09-27
134,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,RUSP,no,1,p3_front,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,1,H020,2022-09-27
135,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,TOME,no,10,p3_front,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,10,H020,2022-09-27
136,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,ATFE,no,10,p3_front,NA,Athyrium filix-femina,lady fern,NA,NA,NA,10,H020,2022-09-27
137,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,ACCI,no,5,p3_front,NA,Acer circinatum,vine maple,NA,NA,NA,5,H020,2022-09-27
138,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,HYTE,no,1,p3_front,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,H020,2022-09-27
139,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,OXTR,no,1,p3_front,NA,Oxalis trilliifolia,trillium-leaved oxalis,NA,NA,NA,1,H020,2022-09-27
140,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,CIAL,no,trace,p3_front,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,0.5,H020,2022-09-27
141,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,THPL,no,70,p3_back,NA,Thuja plicata,western redcedar,tree,NA,NA,70,H020,2022-09-27
142,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,GYDI,no,trace,p3_back,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,0.5,H020,2022-09-27
143,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,GATR,no,trace,p3_back,NA,Galium triflorum,galium,NA,NA,NA,0.5,H020,2022-09-27
144,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,VIXXSP,no,5,p3_back,NA,Viola sp.,violet species,NA,NA,NA,5,H020,2022-09-27
145,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,20,CCEBCH020,RIBR,no,1,p3_back,NA,Ribes bracteosum,stink currant,NA,NA,NA,1,H020,2022-09-27
146,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,RIBR,no,1,p3_back,NA,Ribes bracteosum,stink currant,NA,NA,NA,1,H075,2022-09-27
147,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,OPHO,no,30,p3_back,NA,Oplopanax horridus,devil's club,NA,NA,NA,30,H075,2022-09-27
148,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,SARA,no,15,p3_back,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,15,H075,2022-09-27
149,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,RUSP,no,20,p3_back,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,20,H075,2022-09-27
150,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,ACCI,no,5,p3_back,NA,Acer circinatum,vine maple,NA,NA,NA,5,H075,2022-09-27
151,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,TITR,no,30,p3_back,NA,Tiarella trifoliata,foam flower,NA,NA,NA,30,H075,2022-09-27
152,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,TOME,no,10,p3_back,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,10,H075,2022-09-27
153,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,OXTR,no,5,p3_back,NA,Oxalis trilliifolia,trillium-leaved oxalis,NA,NA,NA,5,H075,2022-09-27
154,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,HYTE,no,1,p3_back,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,H075,2022-09-27
155,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,ATFE,no,1,p3_back,NA,Athyrium filix-femina,lady fern,NA,NA,NA,1,H075,2022-09-27
156,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,POMU,no,5,p3_back,NA,Polystichum munitum,sword fern,NA,NA,NA,5,H075,2022-09-27
157,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,EQXXSP,no,trace,p3_back,NA,Equisetum sp.,horsetail species,NA,NA,NA,0.5,H075,2022-09-27
158,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,MYMU,no,trace,p3_back,NA,Mycelis muralis,wall lettuce,NA,NA,NA,0.5,H075,2022-09-27
159,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,COSC,no,10,p3_back,NA,Corydalis scouleri,corydalis,NA,NA,NA,10,H075,2022-09-27
160,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,TROV,no,trace,p3_back,NA,Trillium ovatum,trillium,NA,NA,NA,0.5,H075,2022-09-27
161,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,CIAL,no,trace,p3_back,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,0.5,H075,2022-09-27
162,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,TSHE,no,5,p3_back,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,5,H075,2022-09-27
163,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,VAPA,no,5,p3_back,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,H075,2022-09-27
164,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,RHME,no,trace,p3_back,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,0.5,H075,2022-09-27
165,2022-09-27T13:44:59Z,Charley Creek,BDAEast,BDA,no,H,75,CCEBCH075,PSME,no,30,p3_back,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,30,H075,2022-09-27
166,2022-09-27T14:30:00Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,COSC,no,20,p4_front,NA,Corydalis scouleri,corydalis,NA,NA,NA,20,H130,2022-09-27
167,2022-09-27T14:30:00Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,OPHO,no,60,p4_front,NA,Oplopanax horridus,devil's club,NA,NA,NA,60,H130,2022-09-27
168,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,TITR,no,5,p4_front,NA,Tiarella trifoliata,foam flower,NA,NA,NA,5,H130,2022-09-27
169,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,HYTE,no,1,p4_front,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,H130,2022-09-27
170,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,CIAL,no,1,p4_front,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,H130,2022-09-27
171,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,GYDI,no,3,p4_front,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,3,H130,2022-09-27
172,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,TOME,no,1,p4_front,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,1,H130,2022-09-27
173,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,MAST,no,3,p4_front,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,3,H130,2022-09-27
174,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,GOOB,no,1,p4_front,NA,Goodyera oblongifolia,rattlesnake plantain,NA,NA,NA,1,H130,2022-09-27
175,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,TSHE,no,50,p4_front,45% of cover from trunk out of circle,Tsuga heterophylla,western hemlock,tree,NA,NA,50,H130,2022-09-27
176,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,VIXXSP,no,1,p4_front,NA,Viola sp.,violet species,NA,NA,NA,1,H130,2022-09-27
177,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,RHME,no,1,p4_front,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,H130,2022-09-27
178,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,ATFE,no,1,p4_front,NA,Athyrium filix-femina,lady fern,NA,NA,NA,1,H130,2022-09-27
179,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,HILA,no,1,p4_front,NA,Hieracium lachenalii,common hawkweed,NA,NA,NA,1,H130,2022-09-27
180,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,POMU,no,1,p4_front,NA,Polystichum munitum,sword fern,NA,NA,NA,1,H130,2022-09-27
181,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,RIBR,no,1,p4_front,NA,Ribes bracteosum,stink currant,NA,NA,NA,1,H130,2022-09-27
182,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,RUSP,no,1,p4_front,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,1,H130,2022-09-27
183,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,SARA,no,1,p4_front,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,1,H130,2022-09-27
184,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,RUPE,no,trace,p4_front,NA,Rubus pedatus,creeping raspberry,NA,NA,NA,0.5,H130,2022-09-27
185,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,ACTR,no,1,p4_front,NA,Achlys triphylla,vanilla leaf,NA,NA,NA,1,H130,2022-09-27
186,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,CLUN,no,1,p4_front,NA,Clintonia uniflora,queens cups,NA,NA,NA,1,H130,2022-09-27
187,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,MADI,no,1,p4_front,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,H130,2022-09-27
188,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,PSME,no,5,p4_front,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,5,H130,2022-09-27
189,2022-09-27T14:29:59Z,Charley Creek,BDAEast,BDA,no,H,130,CCEBCH130,DRAR,no,trace,p4_front,NA,Dryopteris arguta,wood fern,NA,NA,NA,0.5,H130,2022-09-27
190,2022-09-27T14:29:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,LYAM,no,10,p4_front,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,10,A020,2022-09-27
191,2022-09-27T14:29:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,CLSI,no,2,p4_front,NA,Claytonia sibirica,miners lettuce or candy flower,NA,NA,NA,2,A020,2022-09-27
192,2022-09-27T14:29:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,VIXXSP,no,1,p4_front,NA,Viola sp.,violet species,NA,NA,NA,1,A020,2022-09-27
193,2022-09-27T14:29:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,POMU,no,5,p4_front,NA,Polystichum munitum,sword fern,NA,NA,NA,5,A020,2022-09-27
194,2022-09-27T14:29:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,ATFE,no,20,p4_front,NA,Athyrium filix-femina,lady fern,NA,NA,NA,20,A020,2022-09-27
195,2022-09-27T14:50:00Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,HYTE,no,1,p4_back,NA,Hydrophyllum tenuipes,Pacific waterleaf,NA,NA,NA,1,A020,2022-09-27
196,2022-09-27T14:50:00Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,SARA,no,5,p4_back,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,5,A020,2022-09-27
197,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,COSC,no,1,p4_back,NA,Corydalis scouleri,corydalis,NA,NA,NA,1,A020,2022-09-27
198,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,OPHO,no,15,p4_back,NA,Oplopanax horridus,devil's club,NA,NA,NA,15,A020,2022-09-27
199,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,RIBR,no,5,p4_back,NA,Ribes bracteosum,stink currant,NA,NA,NA,5,A020,2022-09-27
200,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,TSHE,no,5,p4_back,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,5,A020,2022-09-27
201,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,GASH,no,1,p4_back,NA,Gaultheria shallon,salal,NA,NA,NA,1,A020,2022-09-27
202,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,VAPA,no,5,p4_back,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,5,A020,2022-09-27
203,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,STSP,no,3,p4_back,NA,Struthiopteris spicant,deer fern,NA,NA,NA,3,A020,2022-09-27
204,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,CIAL,no,1,p4_back,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,A020,2022-09-27
205,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,GATR,no,trace,p4_back,NA,Galium triflorum,galium,NA,NA,NA,0.5,A020,2022-09-27
206,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,EQXXSP,no,trace,p4_back,NA,Equisetum sp.,horsetail species,NA,NA,NA,0.5,A020,2022-09-27
207,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,TITR,no,30,p4_back,NA,Tiarella trifoliata,foam flower,NA,NA,NA,30,A020,2022-09-27
208,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,RHME,no,1,p4_back,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,A020,2022-09-27
209,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,TOME,no,5,p4_back,NA,Tolmiea menziesii,piggyback plant,NA,NA,NA,5,A020,2022-09-27
210,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,THPL,no,70,p4_back,NA,Thuja plicata,western redcedar,tree,NA,NA,70,A020,2022-09-27
211,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,20,CCNWTA020,RUSP,no,30,p4_back,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,30,A020,2022-09-27
212,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,OPHO,no,20,p4_back,NA,Oplopanax horridus,devil's club,NA,NA,NA,20,A075,2022-09-27
213,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,POMU,no,5,p4_back,NA,Polystichum munitum,sword fern,NA,NA,NA,5,A075,2022-09-27
214,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,ATFE,no,10,p4_back,NA,Athyrium filix-femina,lady fern,NA,NA,NA,10,A075,2022-09-27
215,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,STSP,no,10,p4_back,NA,Struthiopteris spicant,deer fern,NA,NA,NA,10,A075,2022-09-27
216,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,SARA,no,1,p4_back,NA,Sambucus racemosa,red elderberry,NA,highly preferred,NA,1,A075,2022-09-27
217,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,GYDI,no,3,p4_back,NA,Gymnocarpium disjunctum,oak fern,NA,NA,NA,3,A075,2022-09-27
218,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,RUSP,no,1,p4_back,NA,Rubus spectabilis,salmonberry,NA,preferred,NA,1,A075,2022-09-27
219,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,EQXXSP,no,trace,p4_back,NA,Equisetum sp.,horsetail species,NA,NA,NA,0.5,A075,2022-09-27
220,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,VAPA,no,1,p4_back,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,1,A075,2022-09-27
221,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,RHME,no,1,p4_back,NA,Rhododendron menziesii,false azalea or azalea,NA,NA,NA,1,A075,2022-09-27
222,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,MAST,no,5,p4_back,NA,Maianthemum stellatum,star-flowered Solomon's seal,NA,NA,NA,5,A075,2022-09-27
223,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,LYAM,no,5,p4_back,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,5,A075,2022-09-27
224,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,TITR,no,10,p4_back,NA,Tiarella trifoliata,foam flower,NA,NA,NA,10,A075,2022-09-27
225,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,MADI,no,1,p4_back,NA,Maianthemum dilatatum,false lily of the valley,NA,NA,NA,1,A075,2022-09-27
226,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,CLSI,no,1,p4_back,NA,Claytonia sibirica,miners lettuce or candy flower,NA,NA,NA,1,A075,2022-09-27
227,2022-09-27T14:49:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,GATR,no,trace,p4_back,NA,Galium triflorum,galium,NA,NA,NA,0.5,A075,2022-09-27
228,2022-09-27T15:05:00Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,LUPA,no,trace,p5_front,NA,Luzula parviflora,small-flowered woodrush,NA,NA,NA,0.5,A075,2022-09-27
229,2022-09-27T15:05:00Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,VIXXSP,no,trace,p5_front,NA,Viola sp.,violet species,NA,NA,NA,0.5,A075,2022-09-27
230,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,RULE,no,trace,p5_front,NA,Rubus leucodermis ,blackcap raspberry,NA,NA,NA,0.5,A075,2022-09-27
231,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,CIAL,no,1,p5_front,NA,Circaea alpina,alpine enchanter's nightshade,NA,NA,NA,1,A075,2022-09-27
232,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,RUPA,no,trace,p5_front,NA,Rubus parviflorus,thimbleberry,NA,NA,NA,0.5,A075,2022-09-27
233,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,PSME,no,70,p5_front,NA,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,70,A075,2022-09-27
234,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,ABAM,no,30,p5_front,NA,Abies amabilis,Pacific silver fir,tree,NA,NA,30,A075,2022-09-27
235,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,PTAQ,no,trace,p5_front,NA,Pteridium aquilinum,bracken fern,NA,NA,NA,0.5,A075,2022-09-27
236,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,GASH,no,1,p5_front,NA,Gaultheria shallon,salal,NA,NA,NA,1,A075,2022-09-27
237,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,ADBI,no,trace,p5_front,NA,Adenocaulon bicolor,trail plant or pathfinder,NA,NA,NA,0.5,A075,2022-09-27
238,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,75,CCNWTA075,MYMU,no,trace,p5_front,NA,Mycelis muralis,wall lettuce,NA,NA,NA,0.5,A075,2022-09-27
239,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,POMU,no,10,p5_front,NA,Polystichum munitum,sword fern,NA,NA,NA,10,A130,2022-09-27
240,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,TITR,no,trace,p5_front,NA,Tiarella trifoliata,foam flower,NA,NA,NA,0.5,A130,2022-09-27
241,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,STSP,no,5,p5_front,NA,Struthiopteris spicant,deer fern,NA,NA,NA,5,A130,2022-09-27
242,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,VIXXSP,no,trace,p5_front,NA,Viola sp.,violet species,NA,NA,NA,0.5,A130,2022-09-27
243,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,DIFO,no,1,p5_front,NA,Dicentra formosa,bleeding heart,NA,NA,NA,1,A130,2022-09-27
244,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,ATFE,no,5,p5_front,NA,Athyrium filix-femina,lady fern,NA,NA,NA,5,A130,2022-09-27
245,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,MANE,no,10,p5_front,NA,Mahonia nervosa ,low oregon grape,NA,NA,NA,10,A130,2022-09-27
246,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,GASH,no,10,p5_front,NA,Gaultheria shallon,salal,NA,NA,NA,10,A130,2022-09-27
247,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,TSHE,no,15,p5_front,NA,Tsuga heterophylla,western hemlock,tree,NA,NA,15,A130,2022-09-27
248,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,ACCI,no,15,p5_front,NA,Acer circinatum,vine maple,NA,NA,NA,15,A130,2022-09-27
249,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,VAPA,no,1,p5_front,NA,Vaccinium parvifolium,red huckleberry,NA,NA,NA,1,A130,2022-09-27
250,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,OPHO,no,trace,p5_front,NA,Oplopanax horridus,devil's club,NA,NA,NA,0.5,A130,2022-09-27
251,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,THPL,no,30,p5_front,NA,Thuja plicata,western redcedar,tree,NA,NA,30,A130,2022-09-27
252,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,HILA,no,trace,p5_front,NA,Hieracium lachenalii,common hawkweed,NA,NA,NA,0.5,A130,2022-09-27
253,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,MYMU,no,trace,p5_front,NA,Mycelis muralis,wall lettuce,NA,NA,NA,0.5,A130,2022-09-27
254,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,GATR,no,trace,p5_front,NA,Galium triflorum,galium,NA,NA,NA,0.5,A130,2022-09-27
255,2022-09-27T15:04:59Z,Charley Creek,WillowNorth,Willow,yes,A,130,CCNWTA130,ALRU,no,1,p5_front,NA,Alnus rubra,red alder,tree,NA,NA,1,A130,2022-09-27
256,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,PSME,no,30,1,trunk outside of plot,Pseudotsuga menziesii,Douglas fir,tree,NA,NA,30,E020,2022-10-13
257,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,THPL,no,15,1,trunk outside of plot,Thuja plicata,western redcedar,tree,NA,NA,15,E020,2022-10-13
258,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,TSHE,no,50,1,trunk outside of plot,Tsuga heterophylla,western hemlock,tree,NA,NA,50,E020,2022-10-13
259,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,ATFE,no,5,1,NA,Athyrium filix-femina,lady fern,NA,NA,NA,5,E020,2022-10-13
260,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,LYAM,no,1,1,NA,Lysichiton americanus,skunk cabbage,NA,NA,NA,1,E020,2022-10-13
261,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,COSC,no,1,1,NA,Corydalis scouleri,corydalis,NA,NA,NA,1,E020,2022-10-13
262,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,GATR,no,trace,1,NA,Galium triflorum,galium,NA,NA,NA,0.5,E020,2022-10-13
263,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,EPCI,no,trace,1,NA,Epilobium ciliatum,Epilobium?,NA,NA,NA,0.5,E020,2022-10-13
264,2022-10-13T10:15:00Z,Charley Creek,BDAEast,BDA,no,E,20,CCEBCE020,OPHO,no,1,1,NA,Oplopanax horridus,devil's club,NA,NA,NA,1,E020,2022-10-13
